,Utterance,Response
143678,"hi alethia, my name is tiana, and i too have an addiction. 😂","hi guys, thanks for helping fund my paycheck. i appreciate it 😊👍"
143716,during the week or on the weekend 😂,during the week! text me
143740,during the week or on the weekend 😂,nvm both 😂😂😂😂 fuck it
143978,your the worst 😂😂,you know i'm so dead ass😭
144024,"na, but we whooped y'all or na? 😂",don't recall 🤔
144036,harper just called her dog houdini and pussy eater in the same sentence 😂😂😂,"honestly, im not surprised"
144078,harper just called her dog houdini and pussy eater in the same sentence 😂😂😂,"honestly, this doesn't surprise me"
144116,outdated is an adjective used to describe something not up to date😂,"but the def. i gave, is ""up to date"". who says otherwise?"
144138,outdated is an adjective used to describe something not up to date😂,"""outdated"" is still subjective, regardless. are the beatles 'outdated'?"
144188,outdated is an adjective used to describe something not up to date😂,"in your opinion, the definition i gave is ""not up to date"". ""up to date"" is relative."
144502,you know a girl is ratchet when she can rap you a whole anuel aa song 😂,deadass read this while i was bumping to anuell 😂
144508,"twitter feminists, have y'all actually done anything for women outside of this app or do y'all just come on here to hate men &amp; look stupid",we just spoke about this 😂😂😂
144554,exactly bro,🔥🔥🔥. just gotta get through this long depressing week 😂😂
144646,when wyclef from the black eyed peas almost beats you up for taking pictures of him 🙃😂,that's not a real person
144760,but yet all u do is point out everyone's insecurities n throw it in their face knowing that u know that that's their insecurity,thats u too marlon wth 😂
144962,"nigga said brooklyn a good place. my man aint nothing good about bk, except that cuchifrito spot near mcd's","yo brooklyn poppin' , ask all the white ppl moving there driving the prices up, it's the next manhattan 😂😂😂"
145022,i'd chall you any amount 2s 3s 4s idc 😂,idk how u think u can even talk to me with those amount of golds and earnings lmao
145034,what's highest uber rating 5/5 right ?,"yea, only new drivers that started 10 mins ago got that shit 😂"
145218,did you think i was someone else 😂,no lmfoakaks i was talkin to a friend and like without thinking did that
145240,ray fatto you pos. your sports takes are worthless.,dude ray looks like a troll from lord of the rings 😂
145280,fuck a uber. niggas was raping people yesterday after that explosion,"should've stayed if i knew surge was gonna go up, now i can't wait for the next terror attack 😂😂😂"
145332,still laughing because on saturday woke up at 6:20 thinking we had school 😂😂,hate myself lmaoo
145334,"the ride home has been wonderful lmao, tears of joy but damn bro is sure is quiet. 😂",i don't blame him..i tell you shawn smith should be on you're team..he was you're best player.. lol
145408,lol what's all that for,that's for u not being shit 😂
145590,fox news faggots they the clowns that support trump &amp;blame spanish people black &amp; muslims 4 everything,"😂😂😂 fox news donkeys of the decade, ask he wish he could say it every morning on 😂😂"
145646,i don't blame him..i tell you shawn smith should be on you're team..he was you're best player.. lol,lmao send em back to kc. he'll be cut tomorrow morning. 😂
145804,"aye, we have free y gym memberships. let's put them to use 😂😂",yeah i tried and monday and didn't go after that
145940,welp time to start dull's essay😂,is it due in class or
146058,my mom fr made menudo on this hot ass day 🙂,lmao i have when my mom does that 😂😂😂
146080,yupp he knows better 😂,😂😂😂😂 chill yah got it lol why yah gotta do me like this 😂😂😴
146358,"if they cast white actors in the live action mulan movie, i'm gonna freak tf out.",you do know the site that started that rumor was a satire site right? 😂😂😂
146388,lmaoooo i fucking love gordon!!!!!!! we've gotta watch this season!!!!,yeesss!!! 😂
146426,lol i'll face time you to bae 😘💜,nah jk i don't have high speed anymore 😂
146432,as long as he stays in the afc west. 😂,or 49ers or cowgirls😁
146500,"right after this, he got woke up with a kick lol. he was so confused. lol","lmao! idk why anyone would want to get that drunk at a game. have fun sure, but to the point you don’t remember shit? 😂"
146568,something i'd see someone do at your house,shit i just saw this 😂
146744,no i read palms for ppl,lol i was just telling that i wanted to get my palm read😂
146796,"i will, but i'm traumatised by your language, at the moment. 😂","omfgshgx really!? still with the ""language"""
146950,you know you're really sick when your dad says he can hear your cough from across the store 😓,prolly from the rain &amp; splash mountain 😂
147020,"i love her logic in this video. bitches aren't ""furyba"" but niggas are ""furyba"" which makes bitches ""furyba"" 🤔🤔🤔😂","is she saying ""for everybody""?"
147206,lmaoo u ain't shit. he gon bring the turn up! i want my blunt(s) he owe me. he owe me 2 more spark ups for that hw assignment,"😭😭😭 so when he spark you , you gonna tell me that still don't require me unblocking him 😂😂😂😂😂😂😂😂😂😂"
147492,lol my favorite snaps are 's hauls / unboxings / reviews,"""pls like, rate &amp; subscribe. thank you for watching!"" 😂"
147616,first time i think ever i'm actually kind of excited for my birthday 😂,happy birthday man!
147670,are you watching it too 💀💀💀,duh lowkey trying to be him😂😂😂
147706,gotta pay tuition some how i know that fasfa running out 💀💀,i'm weak af😂😂😂😂😂😂😂
147738,there's multiple facial expressions in this pic that makes it hella funny lmao,that's hella funny 😂
147820,"🔥🚨branding fail🚨🔥 evidence that the campaign, pundits and msm are working together. let's push ""power through"" 😂😂😂",: all these talking heads and secret service are in collusion with the fraud being played before the nations eyes.
147826,y'all remember when the game felt attacked my a general statement waka was making and tried to start a riff? lmaoo,about niggas showing off their privates on the gram 😭😭😂
147854,about niggas showing off their privates on the gram 😭😭😂,then waka made him pump the breaks
147940,wayans is gonna sleep a lot better tonight now than the night he was heading towards 😂,"i'll sleep like a log. 3-0 in ff? vikes win, broncos win. that hasn't happened in a long, long time. well, the ff part. gn!"
147958,lmaooo imma need u to get a hundred each for all of 3 of us. he never give me shit,lmfaooooo me &amp; ani used to come up 💪🏾 😂😂😂
148066,nah. niggas gotta rep right. rt : gotta respect it you dont give hometown discounts 😂😂,this meek round i like how he switched the flow up and more lyrics less rolie talk
148108,finalman m pito lew live pa bo isi wi lol,misye sot pase très byen wi 😂😂😂
148208,"16-09-19 tonight's waning gibbous moon through clouds, 93% lit. edgehd 8 6d",sometime i really wish you could edit tweets. because i totally typed the wrong date on this photo. it's from the future! 😂
148310,lmao u pulled out the sophmore year tb! goodlookin out tho my boy,lmaooo we was lit that day 😂
148346,lmaooo we was lit that day 😂,odeeeee off the giorgi 😷
148368,odeeeee off the giorgi 😷,and them 40s 😂😂
148448,i sure hope so😂,what if im the stripper?
148470,you ever miss how someone acted like when you first met them,lol nah we hella close now and we talk shit about each other whenever we can. 😂😂😂
148480,damn its like that niggas thought we were friends 😂😂😂😂😂,"you got ya own friends, you'll be alright."
148510,happy birthday 😂😂😂,nooooooo omg rip me but thanks man!! 😘💓
148574,"""my ex broke my heart 😢 i don't want the same thing to happen again."" me:",this some demonic tweet bro 😂
